data,ticker,preco_fechamento_ajustado,volume_negociado,ebit_ev,roic
2021-07-31,AALR3,10.14,6605089.0,0.014174871171709172,0.002013296732719696
2021-08-31,AALR3,12.66,59996982.0,0.05910641632373615,0.05101127282563655
2021-09-30,AALR3,11.55,7358156.0,0.06311728433143818,0.05101127282563655
2021-10-31,AALR3,14.8,10971561.0,0.05265545777174067,0.05101127282563655
2021-11-30,AALR3,18.5,21903202.0,0.05100891587881791,0.06144569071236515
2021-12-31,AALR3,14.97,16435170.0,0.059936073374260226,0.06144569071236515
2022-01-31,AALR3,16.5,7399741.0,0.055710181311719675,0.06144569071236515
2022-02-28,AALR3,16.95,8184943.0,0.05457837580500504,0.06144569071236515
2022-03-31,AALR3,17.95,7540347.0,0.03178550157535365,0.04413058135673385
2022-04-30,AALR3,19.41,14055007.0,0.029922562966481693,0.04413058135673385
2022-05-31,AALR3,20.01,9986892.0,0.02139697158246924,0.03970131454736431
2022-06-30,AALR3,19.51,10370166.0,0.021820541648256964,0.03970131454736431
2022-07-31,AALR3,20.59,6754188.0,0.020925778034163102,0.03970131454736431
2022-08-31,AALR3,20.1,3090715.0,0.016875100284048337,0.03916863524173766
2022-09-30,AALR3,20.98,3670541.0,0.016299220472463453,0.03916863524173766
2022-10-31,AALR3,21.19,6064344.0,0.01616755663794271,0.03916863524173766
2022-11-30,AALR3,20.2,13257085.0,-0.001227126186437246,0.012828306004090198
2022-12-31,AALR3,21.6,18754418.0,-0.0011639631443381316,0.012828306004090198
2023-01-31,AALR3,21.39,6634724.0,-0.0011730198540166048,0.012828306004090198
2023-02-28,AALR3,20.75,55889576.0,-0.0012015116529632717,0.012828306004090198
2023-03-31,AALR3,22.53,2979082.0,-0.00920246418051766,-0.008947509859316943
2023-04-30,AALR3,22.85,6998537.0,-0.009103479480568857,-0.008947509859316943
2023-05-31,AALR3,22.99,6093769.0,-0.004753927621924053,-0.010801770399578019
2023-06-30,AALR3,23.8,9959410.0,-0.004629999913692862,-0.010801770399578019
2023-07-31,AALR3,24.15,8068415.0,-0.004578427763526125,-0.010801770399578019
2023-08-31,AALR3,8.01,2559373.0,-0.006697771177503916,-0.019817802195238595
2023-09-30,AALR3,9.77,1602249.0,-0.006018000440386011,-0.019817802195238595
2023-10-31,AALR3,9.75,629004.0,-0.0060249491283945,-0.019817802195238595
2023-11-30,AALR3,11.4,3503454.0,0.008787791568472085,-0.005123291421420051
2023-12-31,AALR3,10.4,4517836.0,0.00931095469738359,-0.005123291421420051
2024-01-31,AALR3,8.45,753122.0,0.010533817649812021,-0.005123291421420051
2024-02-29,AALR3,8.5,416499.0,0.010498463148926912,-0.005123291421420051
2024-03-31,AALR3,9.17,2448960.0,0.020351755906950403,0.009958909632358338
2024-04-30,AALR3,10.2,349717.0,0.01913220023450822,0.009958909632358338
2024-05-31,AALR3,9.96,264869.0,0.009229784720925468,-0.00158861984160983
2024-06-30,AALR3,10.39,716271.0,0.008994928392140947,-0.00158861984160983
2024-07-31,AALR3,11.24,174862.0,0.008564158007011066,-0.00158861984160983
2024-08-31,AALR3,16.0,560437.0,0.015759629195550958,0.013417338961588029
2024-09-30,AALR3,15.4,405319.0,0.016224066905078986,0.013417338961588029
2024-10-31,AALR3,15.26,611845.0,0.01633640179462912,0.013417338961588029
2024-11-30,AALR3,12.0,163114.0,0.033147022397783686,0.029469274906972577
2024-12-31,AALR3,8.55,908298.0,0.04171600718695807,0.029469274906972577
2025-01-31,AALR3,11.79,78418.0,0.03356671926575721,0.029469274906972577
2025-02-28,AALR3,11.6,1489942.0,0.033955709164166084,0.029469274906972577
2025-03-31,AALR3,7.76,905362.0,0.07411917108688036,0.05233006731126213
2025-04-30,AALR3,5.84,504443.0,0.08709272639480022,0.05233006731126213
2025-05-31,AALR3,6.09,289378.0,0.08515200972701499,0.05233006731126213
2025-06-30,AALR3,4.97,53265.0,0.09459540821772892,0.05233006731126213
2015-12-31,ABEV3,12.89,217975101.0,0.06516994226862283,0.2820228604267763
2016-01-31,ABEV3,13.48,380775815.0,0.06226765525429746,0.2820228604267763
2016-02-29,ABEV3,12.82,271527092.0,0.07033699864441907,0.2808542707968124
2016-03-31,ABEV3,13.67,314754852.0,0.06576884896256788,0.2808542707968124
2016-04-30,ABEV3,14.09,461473733.0,0.06376827768701478,0.2808542707968124
2016-05-31,ABEV3,13.88,415126791.0,0.06302182222639117,0.29762401041329867
2016-06-30,ABEV3,13.84,291170434.0,0.0632218234410442,0.29762401041329867
2016-07-31,ABEV3,13.75,613805221.0,0.06469181359491982,0.3196775841440417
2016-08-31,ABEV3,14.04,338000332.0,0.06336670724188183,0.3196775841440417
2016-09-30,ABEV3,14.5,173780407.0,0.06133715162755006,0.3196775841440417
2016-10-31,ABEV3,13.77,332650611.0,0.061078596016447016,0.3074360791073952
2016-11-30,ABEV3,12.65,351872295.0,0.06713710830851677,0.3074360791073952
2016-12-31,ABEV3,12.24,141594505.0,0.07024783513374233,0.3074360791073952
2017-01-31,ABEV3,12.89,120859968.0,0.06693949322486789,0.3074360791073952
2017-02-28,ABEV3,13.37,231879977.0,0.06450903600812437,0.3074360791073952
2017-03-31,ABEV3,13.67,224367805.0,0.06022828394310743,0.3225010852088943
2017-04-30,ABEV3,13.68,191869992.0,0.060161675172553504,0.3225010852088943
2017-05-31,ABEV3,14.02,287321166.0,0.05548402090416544,0.2951386020846214
2017-06-30,ABEV3,13.84,127741074.0,0.056705064693794806,0.2951386020846214
2017-07-31,ABEV3,14.47,292774206.0,0.053660070477396425,0.28607259641215216
2017-08-31,ABEV3,15.01,222493426.0,0.05171776301305085,0.28607259641215216
2017-09-30,ABEV3,15.9,277743699.0,0.04878309008642577,0.28607259641215216
2017-10-31,ABEV3,15.8,301583594.0,0.05078081722374677,0.23990035525449754
2017-11-30,ABEV3,15.54,505599229.0,0.05163382586988217,0.23990035525449754
2017-12-31,ABEV3,16.29,210862021.0,0.049860202648756395,0.23990035525449754
2018-01-31,ABEV3,16.8,270010818.0,0.048315806879288534,0.23990035525449754
2018-02-28,ABEV3,16.89,1383918081.0,0.048204380947233484,0.23990035525449754
2018-03-31,ABEV3,18.48,299976348.0,0.044327317119400335,0.22448197969344766
2018-04-30,ABEV3,17.92,142449119.0,0.045750459420938305,0.22448197969344766
2018-05-31,ABEV3,15.12,640477520.0,0.05451200121143072,0.2087896646618016
2018-06-30,ABEV3,13.93,240442921.0,0.059761359497566766,0.2087896646618016
2018-07-31,ABEV3,15.03,254926489.0,0.057761255164097074,0.20538904747273493
2018-08-31,ABEV3,14.6,502049896.0,0.05951134555465159,0.20538904747273493
2018-09-30,ABEV3,14.21,165995926.0,0.06120006654534203,0.20538904747273493
2018-10-31,ABEV3,12.66,441077040.0,0.06829620509723941,0.22560813459955756
2018-11-30,ABEV3,13.11,590720096.0,0.06588939815963431,0.22560813459955756
2018-12-31,ABEV3,12.12,239328401.0,0.07269111831379414,0.22560813459955756
2019-01-31,ABEV3,13.8,401957579.0,0.06360911868274503,0.22560813459955756
2019-02-28,ABEV3,13.58,873194161.0,0.06488907792102043,0.25347364237219716
2019-03-31,ABEV3,13.26,266746723.0,0.06648594298334994,0.25347364237219716
2019-04-30,ABEV3,14.56,462254186.0,0.060373881430958704,0.25347364237219716
2019-05-31,ABEV3,13.83,403790274.0,0.06427734370871029,0.2353791085517349
2019-06-30,ABEV3,14.1,309726253.0,0.06302114348947487,0.2353791085517349
2019-07-31,ABEV3,15.86,543606226.0,0.05567035864059738,0.22270644697725417
2019-08-31,ABEV3,14.75,429769433.0,0.060000995707362684,0.22270644697725417
2019-09-30,ABEV3,15.17,417377914.0,0.05827324317897419,0.22270644697725417
2019-10-31,ABEV3,13.7,356462523.0,0.06411877215079688,0.20347760372743634
2019-11-30,ABEV3,14.22,149988134.0,0.06164337273889543,0.20347760372743634
2019-12-31,ABEV3,15.04,329640660.0,0.05951710111666153,0.20347760372743634
2020-01-31,ABEV3,14.38,374764093.0,0.06236205294357256,0.20347760372743634
2020-02-29,ABEV3,11.71,657009389.0,0.07299485017900915,0.2331328354344255
2020-03-31,ABEV3,9.6,332646234.0,0.08982460546316158,0.2331328354344255
2020-04-30,ABEV3,9.14,405902576.0,0.09465863062854832,0.2331328354344255
2020-05-31,ABEV3,10.05,574830230.0,0.08052994974314993,0.1934955595553046
2020-06-30,ABEV3,11.39,497115480.0,0.07064146376652722,0.1934955595553046
2020-07-31,ABEV3,11.2,951590858.0,0.06432748048286097,0.16408399836501494
2020-08-31,ABEV3,9.92,479205558.0,0.0731220883623085,0.16408399836501494
2020-09-30,ABEV3,10.1,299190139.0,0.07170402964643233,0.16408399836501494
2020-10-31,ABEV3,9.81,575913272.0,0.07881641766308319,0.16314120494899684
2020-11-30,ABEV3,11.26,589778910.0,0.06785902475240907,0.16314120494899684
2020-12-31,ABEV3,12.89,307013521.0,0.06010629780734892,0.16314120494899684
2021-01-31,ABEV3,12.5,353242142.0,0.06241193963793957,0.16314120494899684
2021-02-28,ABEV3,11.6,480214562.0,0.07709707798335483,0.17720495382780546
2021-03-31,ABEV3,12.65,224243803.0,0.07027816592427925,0.17720495382780546
2021-04-30,ABEV3,12.36,445275320.0,0.07202879005401612,0.17720495382780546
2021-05-31,ABEV3,14.85,180505657.0,0.06293857728014807,0.1716249656148879
2021-06-30,ABEV3,14.13,496857024.0,0.06635588425087142,0.1716249656148879
2021-07-31,ABEV3,13.77,402796124.0,0.07536849861227823,0.19686129902540667
2021-08-31,ABEV3,14.15,477779157.0,0.07325035794782139,0.19686129902540667
2021-09-30,ABEV3,12.66,606080064.0,0.08230112481274439,0.19686129902540667
2021-10-31,ABEV3,14.06,759597878.0,0.07703852207509884,0.1912754655916866
2021-11-30,ABEV3,13.29,876157115.0,0.08182072490489488,0.1912754655916866
2021-12-31,ABEV3,13.2,182602739.0,0.08547196826351558,0.1912754655916866
2022-01-31,ABEV3,12.81,319525831.0,0.08822258693509571,0.1912754655916866
2022-02-28,ABEV3,13.01,649544279.0,0.0757771486682359,0.18742304200453497
2022-03-31,ABEV3,13.18,366110538.0,0.07469687998375114,0.18742304200453497
2022-04-30,ABEV3,12.43,384931858.0,0.07955177503773263,0.18742304200453497
2022-05-31,ABEV3,12.15,397829855.0,0.08078814447171033,0.20023237981272207
2022-06-30,ABEV3,11.47,306950014.0,0.08581913628628941,0.20023237981272207
2022-07-31,ABEV3,12.78,610983756.0,0.07763025229757203,0.18735341704909114
2022-08-31,ABEV3,13.07,349093991.0,0.07580723260053053,0.18735341704909114
2022-09-30,ABEV3,13.3,438253002.0,0.07441941791320814,0.18735341704909114
2022-10-31,ABEV3,13.69,425517064.0,0.0735114145744562,0.17862354284849152
2022-11-30,ABEV3,13.63,522706612.0,0.07390613056415862,0.17862354284849152
2022-12-31,ABEV3,12.98,324260407.0,0.08157098078450038,0.17862354284849152
2023-01-31,ABEV3,12.21,485072942.0,0.08712130012461593,0.17862354284849152
2023-02-28,ABEV3,11.97,529038272.0,0.0890230351129782,0.17862354284849152
2023-03-31,ABEV3,12.81,981523952.0,0.0824631479764745,0.21027289862620305
2023-04-30,ABEV3,12.66,310183222.0,0.08350752792318798,0.21027289862620305
2023-05-31,ABEV3,12.88,591488498.0,0.08418939815485761,0.21064853898674996
2023-06-30,ABEV3,13.78,281284758.0,0.07852085687196651,0.21064853898674996
2023-07-31,ABEV3,13.28,251798739.0,0.08154045919872283,0.21064853898674996
2023-08-31,ABEV3,12.37,625580339.0,0.08484643107109782,0.21157729541785966
2023-09-30,ABEV3,11.72,299893628.0,0.08977215675896622,0.21157729541785966
2023-10-31,ABEV3,11.5,822475224.0,0.09872207984135428,0.2047105438899666
2023-11-30,ABEV3,12.24,572314998.0,0.09232366408814842,0.2047105438899666
2023-12-31,ABEV3,12.82,227131534.0,0.09203619000953876,0.2047105438899666
2024-01-31,ABEV3,12.21,331794627.0,0.0969412894468946,0.2047105438899666
2024-02-29,ABEV3,11.74,1112284784.0,0.1005982266618766,0.2220125567058101
2024-03-31,ABEV3,11.66,554693253.0,0.10137369818815237,0.2220125567058101
2024-04-30,ABEV3,11.34,306600902.0,0.10438722960301794,0.2220125567058101
2024-05-31,ABEV3,10.79,727859819.0,0.1084045239705402,0.1969778410995811
2024-06-30,ABEV3,10.65,583702270.0,0.10991450874587508,0.1969778410995811
2024-07-31,ABEV3,10.81,772711166.0,0.10820632156756806,0.1969778410995811
2024-08-31,ABEV3,12.0,653110405.0,0.10093428307044959,0.17448819549456202
2024-09-30,ABEV3,12.21,407519999.0,0.09913272388438515,0.17448819549456202
2024-10-31,ABEV3,11.8,775755417.0,0.10851121031347571,0.16384027278323288
2024-11-30,ABEV3,11.88,783156347.0,0.10767045087598993,0.16384027278323288
2024-12-31,ABEV3,11.53,462066601.0,0.11770214309133903,0.16384027278323288
2025-01-31,ABEV3,10.9,300656340.0,0.12524586819760714,0.16384027278323288
2025-02-28,ABEV3,12.0,976268775.0,0.1312216388386169,0.16659866919454985
2025-03-31,ABEV3,13.38,562485900.0,0.11698446898508058,0.16659866919454985
2025-04-30,ABEV3,14.44,686667105.0,0.10727809845969317,0.16659866919454985
2025-05-31,ABEV3,14.03,534876906.0,0.11094197731844675,0.1784920519637331
2025-06-30,ABEV3,13.32,457066609.0,0.11737965697415743,0.1784920519637331
2015-12-31,AELP3,5.59,0.0,0.17578277001643047,0.05869913923854416
2016-01-31,AELP3,5.3,0.0,0.17720744931130228,0.05869913923854416
2016-02-29,AELP3,6.02,0.0,0.11704147153499313,0.052239068220959625
2016-03-31,AELP3,9.77,5585.0,0.10646659617767158,0.052239068220959625
2016-04-30,AELP3,9.99,6198.0,0.10623925431689676,0.052239068220959625
2016-05-31,AELP3,9.65,3725.0,0.0899796965487487,0.03550347404290782
2016-06-30,AELP3,9.09,0.0,0.09141141665729795,0.03550347404290782
2016-07-31,AELP3,14.0,0.0,0.08021989465348467,0.03550347404290782
2016-08-31,AELP3,12.84,0.0,0.0811929056705271,0.03969738533755905
2016-09-30,AELP3,11.95,2395.0,0.08317030855334129,0.03969738533755905
2016-10-31,AELP3,11.7,0.0,0.08374320570477764,0.03969738533755905
2016-11-30,AELP3,10.69,1069.0,0.04740319454737318,0.022234701770040805
2016-12-31,AELP3,13.01,7402.0,0.044487461975401,0.022234701770040805
2017-01-31,AELP3,14.04,0.0,0.04330489351215104,0.022234701770040805
2017-02-28,AELP3,14.04,0.0,0.04330489351215104,0.022234701770040805
2017-03-31,AELP3,14.04,0.0,-0.0009770145926226805,0.06142081894425259
2017-04-30,AELP3,14.04,0.0,-0.0009770145926226805,0.06142081894425259
2017-05-31,AELP3,14.04,0.0,-0.0007305514597882288,0.06142081894425259
2017-06-30,AELP3,7.49,0.0,-0.0013947462990342118,0.06142081894425259
2017-07-31,AELP3,5.9,0.0,-0.0017772643458556416,0.06142081894425259
2017-08-31,AELP3,5.9,0.0,-0.0017433646166350385,0.06142081894425259
2017-09-30,AELP3,6.0,4200.0,-0.0017138177003092087,0.06142081894425259
2017-10-31,AELP3,5.7,570.0,-0.0018056240056000953,0.06142081894425259
2017-11-30,AELP3,4.79,479.0,-0.00206764851146443,0.06142081894425259
2017-12-31,AELP3,5.01,0.0,-0.001975001510518444,0.06142081894425259
2018-01-31,AELP3,4.44,444.0,-0.00223440020751716,0.06142081894425259
2018-02-28,AELP3,2.94,25078.0,-0.00341460441676645,0.06142081894425259
2018-03-31,AELP3,2.34,5268.0,-0.004267006658716159,0.06142081894425259
2018-04-30,AELP3,2.69,32384.0,-0.0036904094928510234,0.06142081894425259
2018-05-31,AELP3,2.01,2010.0,-0.0031025374132870034,0.06142081894425259
2018-06-30,AELP3,1.44,0.0,-0.0044213128552727295,0.06142081894425259
2018-07-31,AELP3,2.08,6924.0,-0.0029929057923527335,0.06142081894425259
2018-08-31,AELP3,1.99,761.0,-0.003874606051257383,0.06142081894425259
2018-09-30,AELP3,1.93,2337.0,-0.004001447025458437,0.06142081894425259
2020-11-30,AERI3,2650.78,9806611.0,0.04383007951320484,0.15399668510941542
2020-12-31,AERI3,3986.13,57963298.0,0.03090641505449102,0.15399668510941542
2021-01-31,AERI3,4719.58,64668435.0,0.02181981613760309,0.15399668510941542
2021-02-28,AERI3,4061.87,58224942.0,0.024855062390126796,0.0941394445619162
2021-03-31,AERI3,3523.74,32102997.0,0.02841017611749517,0.0941394445619162
2021-04-30,AERI3,3587.52,71019198.0,0.027936590765923572,0.0941394445619162
2021-05-31,AERI3,3786.82,59294698.0,0.028512462767668174,0.0887421510479093
2021-06-30,AERI3,3954.24,31345909.0,0.027400179619340135,0.0887421510479093
2021-07-31,AERI3,3487.86,59667811.0,0.030740845188946955,0.0887421510479093
2021-08-31,AERI3,3188.9,12204871.0,0.032366123900943004,0.10159024952098507
2021-09-30,AERI3,3184.92,31417728.0,0.032402806494667244,0.10159024952098507
2021-10-31,AERI3,3141.07,12675940.0,0.03281187214561848,0.10159024952098507
2021-11-30,AERI3,3129.11,27306319.0,0.02854764611526809,0.07811422565562967
2021-12-31,AERI3,2610.91,19550920.0,0.03366812298138325,0.07811422565562967
2022-01-31,AERI3,2571.05,25391929.0,0.0341391540010629,0.07811422565562967
2022-02-28,AERI3,2264.12,23586180.0,0.04227268854687535,0.08060248883797821
2022-03-31,AERI3,2320.0,11402970.0,0.0414968591134466,0.08060248883797821
2022-04-30,AERI3,1952.0,11565634.0,0.0482918122483572,0.08060248883797821
2022-05-31,AERI3,1424.0,4993656.0,0.05703358350009109,0.07664191394715915
2022-06-30,AERI3,1120.0,5724037.0,0.06857819767458098,0.07664191394715915
2022-07-31,AERI3,1200.0,9768970.0,0.06510993161540396,0.07664191394715915
2022-08-31,AERI3,928.0,9725666.0,0.08080913754530214,0.0787397524391243
2022-09-30,AERI3,804.0,9699830.0,0.08902514797109759,0.0787397524391243
2022-10-31,AERI3,740.0,15719468.0,0.09395553688488488,0.0787397524391243
2022-11-30,AERI3,576.0,18915671.0,0.1124226092244884,0.08325118139783373
2022-12-31,AERI3,452.0,11788326.0,0.1292913441233163,0.08325118139783373
2023-01-31,AERI3,636.0,10061511.0,0.1057467140851227,0.08325118139783373
2023-02-28,AERI3,532.0,10385172.0,0.12031925001533308,0.08494503615273058
2023-03-31,AERI3,472.0,4451127.0,0.12865401093083725,0.08494503615273058
2023-04-30,AERI3,628.0,6921075.0,0.10901890702920214,0.08494503615273058
2023-05-31,AERI3,596.0,4003597.0,0.11976695297845262,0.1030434350477036
2023-06-30,AERI3,532.0,12382087.0,0.12709414298928268,0.1030434350477036
2023-07-31,AERI3,480.0,4194634.0,0.13374216052311233,0.1030434350477036
2023-08-31,AERI3,380.0,8788700.0,0.1667299939097129,0.1131396110790194
2023-09-30,AERI3,332.0,4957135.0,0.17646601168804918,0.1131396110790194
2023-10-31,AERI3,340.0,5384481.0,0.17476514134097076,0.1131396110790194
2023-11-30,AERI3,348.0,1876916.0,0.17246474725550115,0.12044811961009304
2023-12-31,AERI3,360.0,22924610.0,0.17015064375612796,0.12044811961009304
2024-01-31,AERI3,312.0,2221313.0,0.14628531182411314,0.12044811961009304
2024-02-29,AERI3,268.0,2933720.0,0.18061885767519373,0.10049328634427145
2024-03-31,AERI3,224.0,967746.0,0.19920889682825482,0.10049328634427145
2024-04-30,AERI3,224.0,909667.0,0.19920889682825482,0.10049328634427145
2024-05-31,AERI3,8.14,1034701.0,0.1203800359267696,0.07129923640155983
2024-06-30,AERI3,5.1,741851.0,0.14120278523396096,0.07129923640155983
2024-07-31,AERI3,5.34,664684.0,0.13930050775666708,0.07129923640155983
2024-08-31,AERI3,12.1,19077701.0,0.0846683818901818,0.052743881983374964
2024-09-30,AERI3,6.14,2105519.0,0.11774668359952299,0.052743881983374964
2024-10-31,AERI3,6.21,670365.0,0.11720886697930341,0.052743881983374964
2024-11-30,AERI3,5.31,2401558.0,0.08254415883818325,0.042172290026723486
2024-12-31,AERI3,5.71,23523488.0,0.08033101635733522,0.042172290026723486
2025-01-31,AERI3,6.29,7221845.0,0.07732486920713061,0.042172290026723486
2025-02-28,AERI3,4.25,1227520.0,0.0890451934294345,0.042172290026723486
2025-03-31,AERI3,3.8,1976122.0,-0.5121535794962263,-0.3935728079814299
2025-04-30,AERI3,4.43,286706.0,-0.4986668846482349,-0.3935728079814299
2025-05-31,AERI3,4.2,647270.0,-0.5035074772490599,-0.3935728079814299
2025-06-30,AERI3,4.16,424593.0,-0.5043589287262359,-0.3935728079814299
2022-03-31,AESB3,11.82,9675760.0,0.01775941697073685,0.07546818249618052
2022-04-30,AESB3,10.85,38200620.0,0.01862967864618056,0.07546818249618052
2022-05-31,AESB3,10.7,33484353.0,0.03733851560079464,0.08562820460471438
2022-06-30,AESB3,10.46,13338691.0,0.037803709265285264,0.08562820460471438
2022-07-31,AESB3,10.55,16346544.0,0.03762790957880117,0.08562820460471438
2022-08-31,AESB3,9.62,25259980.0,0.03659679484388517,0.0734859019473787
2022-09-30,AESB3,9.34,32418944.0,0.03714818304304705,0.0734859019473787
2022-10-31,AESB3,9.82,25004097.0,0.03621286249623239,0.0734859019473787
2022-11-30,AESB3,10.37,19256449.0,0.05832911378824928,0.038485465489782274
2022-12-31,AESB3,9.58,17072321.0,0.06079610504643614,0.038485465489782274
2023-01-31,AESB3,10.02,22539683.0,0.053132900367958015,0.038485465489782274
2023-02-28,AESB3,9.84,29582045.0,0.03650907332943858,0.02794486145365598
2023-03-31,AESB3,9.86,25402336.0,0.03648609388564562,0.02794486145365598
2023-04-30,AESB3,10.59,33999737.0,0.03565572754384366,0.02794486145365598
2023-05-31,AESB3,12.08,49695674.0,0.05041822280388844,0.03844971045559464
2023-06-30,AESB3,12.15,32075458.0,0.050279135737989825,0.03844971045559464
2023-07-31,AESB3,11.78,57981967.0,0.05102313070351333,0.03844971045559464
2023-08-31,AESB3,10.95,31617253.0,0.056661985673071194,0.04286214030188433
2023-09-30,AESB3,10.82,25011194.0,0.05695960388206523,0.04286214030188433
2023-10-31,AESB3,9.99,29619716.0,0.0589606920174916,0.04286214030188433
2023-11-30,AESB3,10.78,29917413.0,0.05875212806194303,0.050381423144696895
2023-12-31,AESB3,12.22,33317214.0,0.05567083212644004,0.050381423144696895
2024-01-31,AESB3,11.3,37008840.0,0.05760864767709662,0.050381423144696895
2024-02-29,AESB3,10.36,22252385.0,0.06616264667866728,0.056669356803061476
2024-03-31,AESB3,10.12,11121154.0,0.0667760152709082,0.056669356803061476
2024-04-30,AESB3,9.47,21468314.0,0.06871361047173764,0.056669356803061476
2024-05-31,AESB3,11.2,61596751.0,0.05794888122692961,0.05318885255707542
2024-06-30,AESB3,11.39,30004337.0,0.05754921108307368,0.05318885255707542
2024-07-31,AESB3,11.29,38152528.0,0.057758874069880436,0.05318885255707542
2024-08-31,AESB3,11.45,38978065.0,0.05374313048158748,0.04979713493086909
2024-09-30,AESB3,11.67,39467299.0,0.05324811294864593,0.04979713493086909
2024-10-31,AESB3,8.11,13684494.0,0.05383046085618099,0.0432922454983742
2015-12-31,AFLT3,1.23,0.0,0.1009027619972318,0.11412112719912813
2016-01-31,AFLT3,1.13,0.0,0.11264708188615366,0.11412112719912813
2016-02-29,AFLT3,1.11,0.0,0.10818289852068082,0.1025420234312465
2016-03-31,AFLT3,1.11,0.0,0.10818289852068082,0.1025420234312465
